Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
12892.6,October-1986,3999.9,duplex,residential,Outskirts,irregular,3,61087,7,0.13301468278185058,1979,0,highway,98,2,2,NA,Yes,NA
20827.4,April-1981,9951.7,villa,residential,Border,trapezoid,2,32593,7,0.4354141547494499,1975,0,highway,17,2,10,NA,Yes, No
14867.7,February-1982,4120.9,villa,residential,Outskirts,trapezoid,4,63066,6,0.04781260085768446,1980,0,highway,23,4,7,NA,Yes,Yes
19567.7,January-1971,8704.2,open land,residential,Center,irregular,3,23328,8,0.9445331442389148,1956,0,street,5,2,2,C,NA,NA
15560.9,November-1991,4011.9,villa,residential,Border,trapezoid,3,22588,8,0.08541149345636379,1973,1981,street,78,2,6,NA,Yes,Yes
17518.9,August-1985,8231.1,duplex,commercial,Outskirts,rectangle,4,53451,7,0.8699262393907614,1981,0,highway,44,1,4,NA,No,NA
13534.4,December-1987,4683.7,flat,commercial,Border,rectangle,1,27769,1,0.9310235410826906,1983,0,highway,75,4,3,NA,No,NA
15641.5,June-2005,864.7,duplex,residential,Outskirts,rectangle,1,74460,10,0.1328769282219282,2005,0,highway,75,3,7,NA,Yes,NA
18613.2,July-1970,10308.3,open land,commercial,Outskirts,trapezoid,1,54603,5,0.2687746851967614,1957,0,highway,72,4,6,C,NA,NA
11224.3,March-1970,1298.2,duplex,residential,Center,irregular,1,8014,2,0.13491278114236194,1958,1968,alley,79,4,8,NA,No,NA
16056.2,November-1981,3431.7,villa,residential,Outskirts,rectangle,5,59742,7,0.4916855564999725,1976,0,highway,66,4,9,NA,Yes,Yes
18943.4,March-1988,2991.1,open land,industrial,Center,rectangle,5,10406,6,0.5668380912676023,1987,0,alley,88,2,4,C,NA,NA
13888.0,February-1983,4064.4,flat,commercial,Center,irregular,2,23848,8,0.6935602289497551,1982,0,street,39,2,9,NA,No,NA
20950.8,January-1992,11716.2,duplex,residential,Border,trapezoid,1,27834,10,0.19745325853131557,1984,0,highway,95,5,10,NA,Yes,NA
15397.0,May-1981,2417.5,open land,industrial,Border,irregular,4,29155,10,0.5633455627466678,1976,0,street,78,5,3,F,NA,NA
21391.4,July-1993,3105.3,open land,commercial,Center,rectangle,5,6638,4,0.5303504026630792,1979,0,street,46,5,7,F,NA,NA
16900.7,December-1976,10631.4,villa,residential,Outskirts,trapezoid,4,72904,9,0.9592176488645097,1972,0,highway,22,1,1,NA,Yes, No
24591.4,April-2007,8726.3,duplex,commercial,Center,rectangle,4,21738,9,0.19904804826364597,1995,2006,alley,70,2,5,NA,Yes,NA
19568.2,April-1994,6830.8,flat,commercial,Center,irregular,3,9836,2,0.07050112812064169,1987,0,street,16,4,6,NA,Yes,NA
18952.1,January-1976,9278.3,open land,commercial,Outskirts,trapezoid,3,61468,3,0.1134238230744753,1973,0,highway,5,1,3,F,NA,NA
13689.4,December-1997,1074.3,flat,commercial,Center,irregular,2,11376,5,0.982768258584386,1991,0,street,45,1,3,NA,Yes,NA
18117.2,October-1983,5905.8,duplex,residential,Border,rectangle,5,28278,3,0.4999742539284452,1972,1980,highway,46,4,9,NA,No,NA
16262.6,March-1995,10135.1,duplex,commercial,Outskirts,irregular,4,68015,2,0.145115359281764,1984,1994,highway,90,5,5,NA,Yes,NA
22633.2,December-1982,11910.5,flat,commercial,Center,trapezoid,5,23834,3,0.34524759904350066,1973,0,street,7,1,7,NA,Yes,NA
20441.7,August-1982,7440.9,open land,commercial,Center,trapezoid,3,9614,3,0.14303459006377517,1974,0,street,25,3,4,C,NA,NA
13499.5,November-1991,1610.9,flat,residential,Outskirts,trapezoid,2,61507,4,0.2065611704641689,1974,1983,highway,24,4,2,NA,Yes,NA
23513.0,April-1999,9484.1,flat,residential,Outskirts,trapezoid,5,59133,3,0.8541817329542664,1987,1996,highway,75,1,2,NA,Yes,NA
14719.2,July-2006,5907.5,duplex,commercial,Outskirts,trapezoid,2,50501,7,0.3573796645885803,2005,0,highway,14,1,2,NA,No,NA
19028.1,July-1975,9354.1,flat,residential,Border,trapezoid,4,37058,9,0.19508775497946784,1969,0,street,12,3,3,NA,Yes,NA
12386.6,November-1994,4983.3,flat,residential,Border,irregular,2,22054,3,0.9706836499068469,1988,0,highway,45,2,7,NA,No,NA
18235.4,April-2006,8935.8,flat,residential,Border,irregular,3,28541,6,0.3684874155116121,1989,1997,highway,83,2,9,NA,No,NA
25880.5,April-1998,9977.4,open land,residential,Outskirts,rectangle,1,71006,6,0.42549897744378873,1993,0,highway,31,3,10,F,NA,NA
22380.6,March-2005,5608.1,duplex,residential,Center,trapezoid,5,4607,5,0.32074676186981566,1998,0,street,99,2,9,NA,Yes,NA
21674.5,April-1992,3335.8,flat,residential,Center,rectangle,3,4820,6,0.07850848224809859,1981,1991,street,38,1,5,NA,Yes,NA
22159.9,May-1978,4750.1,duplex,residential,Center,rectangle,5,2208,4,0.9381482694106706,1974,0,street,17,5,7,NA,Yes,NA
19131.5,January-2009,11814.4,open land,residential,Center,irregular,1,22267,6,0.2384758992511834,2006,0,alley,10,5,3,F,NA,NA
18617.2,November-1973,2752.8,open land,residential,Center,rectangle,2,17492,6,0.3075352868409995,1972,0,alley,81,4,6,F,NA,NA
16577.6,March-2009,7790.2,open land,commercial,Border,irregular,1,25651,3,0.8139474851591456,2009,0,street,49,1,3,C,NA,NA
26786.4,September-1997,11815.1,open land,residential,Center,rectangle,5,16699,7,0.8249760559367061,1985,0,street,85,3,10,C,NA,NA
21055.7,May-2005,7850.2,duplex,residential,Center,rectangle,2,24803,4,0.2300595951222264,2003,0,alley,38,3,9,NA,Yes,NA
16726.2,July-2007,1619.9,duplex,residential,Center,rectangle,2,4175,6,0.5884738169138463,1994,2002,street,80,1,2,NA,No,NA
19782.9,April-1983,7489.2,villa,residential,Center,rectangle,1,14461,2,0.24445357050307126,1968,1979,street,1,3,1,NA,Yes, No
15084.2,September-1979,4678.8,duplex,commercial,Center,irregular,3,6381,6,0.657368907571701,1974,0,alley,8,4,5,NA,Yes,NA
12963.0,October-1972,3802.9,flat,residential,Center,irregular,5,23085,9,0.06285361751495022,1957,1968,alley,33,1,10,NA,No,NA
22380.9,March-2005,10542.8,open land,residential,Border,trapezoid,5,23588,10,0.3381207972882422,2003,0,highway,53,2,5,F,NA,NA
13161.6,March-2007,2436.7,villa,residential,Center,irregular,4,15996,10,0.02630371458817271,1991,2000,alley,30,2,10,NA,Yes,Yes
16527.7,August-1975,2986.7,open land,commercial,Outskirts,trapezoid,3,78233,8,0.4893000692856373,1967,0,highway,92,4,4,C,NA,NA
19595.0,June-2007,3741.6,open land,commercial,Center,trapezoid,4,20838,6,0.21200462821042598,1999,0,alley,3,5,6,F,NA,NA
16636.1,September-1985,11957.8,flat,commercial,Border,irregular,4,32164,10,0.7614632970756099,1978,0,highway,69,3,5,NA,Yes,NA
16567.5,May-1984,8325.0,flat,commercial,Center,trapezoid,1,16496,7,0.0023114618113917462,1974,1983,street,58,5,5,NA,No,NA
17158.9,October-1992,6780.6,villa,residential,Center,trapezoid,1,8233,10,0.3583301643774569,1986,0,street,43,2,1,NA,Yes,Yes
13997.4,January-1971,11382.1,flat,residential,Outskirts,irregular,5,54486,5,0.17907425519050946,1955,1964,highway,98,5,5,NA,No,NA
16384.0,May-2009,5537.1,open land,commercial,Border,irregular,2,32485,8,0.15741045669205922,1990,0,street,29,2,7,F,NA,NA
16681.0,August-1990,5202.6,duplex,commercial,Outskirts,rectangle,4,51636,2,0.46968132529100703,1982,0,highway,91,2,10,NA,No,NA
14610.9,October-1979,6230.4,flat,residential,Center,irregular,2,23054,1,0.10751093406218737,1968,1978,alley,14,3,8,NA,Yes,NA
22786.3,August-1999,7892.8,open land,residential,Center,trapezoid,1,5754,6,0.7321950033173079,1981,0,street,6,5,8,C,NA,NA
17377.6,April-1976,2365.2,open land,residential,Border,irregular,3,20727,9,0.37417164616859133,1962,0,highway,35,4,5,C,NA,NA
11853.2,June-2002,1727.1,duplex,commercial,Outskirts,irregular,4,63877,9,0.14055300490945988,2000,0,highway,18,4,2,NA,Yes,NA
16714.7,October-2000,10171.7,flat,commercial,Border,rectangle,3,27282,5,0.8802313614890032,1988,1996,highway,85,4,2,NA,No,NA
17115.0,November-1993,7608.3,duplex,residential,Border,rectangle,1,37366,5,0.1313182078321834,1990,0,highway,10,2,9,NA,No,NA
16397.3,November-1996,8342.6,villa,residential,Outskirts,rectangle,1,65723,9,0.47994170055718666,1982,1992,highway,25,1,5,NA,Yes,Yes
15301.5,November-1974,4248.2,duplex,residential,Outskirts,trapezoid,3,51505,5,0.8084482720791638,1966,0,highway,61,3,2,NA,No,NA
18612.3,March-1971,3964.2,duplex,residential,Center,trapezoid,5,10912,7,0.6450547235586108,1971,0,alley,10,5,10,NA,No,NA
15388.4,September-2000,8218.9,flat,residential,Center,irregular,1,18778,2,0.04134100492815995,1997,0,street,84,2,1,NA,Yes,NA
14213.3,May-1973,11294.6,villa,residential,Outskirts,irregular,2,72484,2,0.559385182217545,1956,1966,highway,3,3,10,NA,Yes, No
16277.8,December-1993,6037.5,open land,residential,Border,irregular,1,21713,5,0.9813850809735571,1986,0,highway,99,3,4,F,NA,NA
14714.3,March-1992,3114.0,duplex,commercial,Outskirts,rectangle,4,50378,9,0.4646260027715,1985,0,highway,70,3,5,NA,No,NA
20905.3,August-1981,5713.4,open land,residential,Center,trapezoid,4,6722,7,0.15699615465810257,1969,0,street,3,5,5,C,NA,NA
17894.1,December-1983,5226.3,flat,residential,Center,rectangle,3,18478,1,0.35893712625978413,1972,1980,street,7,3,8,NA,No,NA
22098.1,April-1981,2442.7,duplex,residential,Center,trapezoid,3,13885,3,0.6648488762341663,1964,1973,alley,99,5,4,NA,Yes,NA
14069.0,October-1970,3561.8,open land,industrial,Border,irregular,3,22474,4,0.7099680047172003,1968,0,highway,10,3,5,C,NA,NA
14306.2,January-1978,1898.9,flat,residential,Center,rectangle,2,4489,10,0.9788566246812929,1967,1977,alley,93,5,3,NA,No,NA
17165.9,February-2007,10548.2,duplex,commercial,Center,irregular,2,19091,9,0.4445026928973399,2001,0,alley,20,4,2,NA,Yes,NA
23134.9,April-2005,9215.9,duplex,commercial,Outskirts,trapezoid,4,74052,6,0.6342787826980483,2002,0,highway,63,1,8,NA,No,NA
11429.5,March-1981,4660.6,villa,residential,Center,irregular,1,23744,10,0.9997936385631746,1965,1974,alley,38,5,2,NA,Yes, No
13962.7,June-1996,896.4,villa,residential,Outskirts,trapezoid,1,73658,3,0.7076427923348325,1993,0,highway,57,1,7,NA,Yes,Yes
10451.0,August-2000,1636.3,flat,residential,Outskirts,irregular,2,54370,6,0.4252074896821373,1995,0,highway,7,2,1,NA,Yes,NA
22317.9,November-1988,9741.0,open land,residential,Outskirts,rectangle,2,60762,7,0.8550716022763111,1985,0,highway,85,4,9,F,NA,NA
10498.4,January-1981,4699.4,flat,commercial,Outskirts,irregular,4,62257,2,0.13308021507731282,1979,0,highway,76,3,7,NA,No,NA
24667.7,April-2004,6108.0,open land,commercial,Center,trapezoid,5,12230,4,0.5119178850299178,1985,0,alley,20,2,6,C,NA,NA
15734.7,March-2002,1856.3,open land,industrial,Center,irregular,3,23802,8,0.1497007656239131,2001,0,street,86,3,1,F,NA,NA
18968.0,February-1986,11429.6,villa,residential,Center,irregular,4,22354,7,0.7469589902256035,1975,1983,street,1,4,6,NA,Yes,Yes
18652.3,February-1985,11257.4,duplex,residential,Border,irregular,1,20833,9,0.8431298189597369,1968,1979,street,2,4,6,NA,Yes,NA
14009.9,July-1988,7254.5,duplex,commercial,Outskirts,irregular,4,57233,8,0.03777494876801679,1987,0,highway,36,5,3,NA,Yes,NA
19996.5,August-2009,5309.7,flat,residential,Center,rectangle,5,17106,8,0.6124767479864954,2006,0,street,94,2,10,NA,No,NA
23139.4,April-1999,11710.2,duplex,residential,Outskirts,trapezoid,1,78872,9,0.8921639950612166,1991,0,highway,54,1,2,NA,No,NA
18093.3,September-1998,7744.2,duplex,residential,Center,rectangle,1,23643,3,0.6984517458244918,1986,1996,alley,83,5,2,NA,No,NA
21487.7,May-2000,11688.9,open land,commercial,Center,irregular,4,16093,1,0.8242152689044808,1990,0,street,2,4,2,F,NA,NA
15820.5,November-1991,5478.3,villa,residential,Outskirts,trapezoid,4,77481,9,0.7899322287984619,1981,1991,highway,92,2,7,NA,Yes, No
14397.4,May-1970,2883.8,duplex,residential,Border,rectangle,3,32554,2,0.2673944377140546,1966,0,highway,94,1,4,NA,No,NA
12524.1,August-2009,1788.7,open land,commercial,Border,irregular,1,24101,10,0.20333303959969207,2009,0,highway,35,5,4,F,NA,NA
14501.6,December-1986,4285.4,duplex,residential,Border,irregular,2,38710,9,0.9692072995346049,1984,0,highway,98,1,2,NA,Yes,NA
14360.8,February-1986,5391.2,open land,residential,Outskirts,irregular,1,71599,10,0.23618790023724767,1976,0,highway,48,2,6,C,NA,NA
17828.2,August-1998,7579.8,flat,commercial,Border,trapezoid,5,24030,7,0.790682518760353,1983,1994,highway,48,4,2,NA,Yes,NA
14842.5,February-1996,4595.4,villa,residential,Outskirts,rectangle,2,69413,8,0.5736863456602435,1980,1990,highway,56,5,10,NA,Yes, No
18476.9,July-2004,9266.8,flat,commercial,Outskirts,trapezoid,3,62501,8,0.2921104744963251,1986,1995,highway,66,3,9,NA,Yes,NA
13868.0,February-2001,2924.1,duplex,commercial,Border,irregular,1,23808,9,0.29468985883181786,1989,1998,street,77,4,8,NA,Yes,NA
18721.6,February-2000,9097.9,villa,residential,Center,rectangle,5,24966,5,0.1806478729610438,1992,0,alley,83,3,10,NA,Yes, No
14665.1,August-1982,2307.6,open land,commercial,Center,irregular,4,21149,9,0.7731592790093065,1976,0,alley,41,2,2,C,NA,NA
13325.9,January-2009,3632.1,duplex,commercial,Border,irregular,3,22356,6,0.9095188194220392,2008,0,street,73,3,3,NA,No,NA
14290.8,November-1986,2759.2,duplex,residential,Outskirts,rectangle,3,70968,5,0.41792848965241336,1974,1982,highway,81,2,1,NA,No,NA
14111.8,August-1999,2376.5,villa,residential,Border,trapezoid,3,38127,10,0.48386209359682764,1998,0,street,75,3,4,NA,Yes, No
19350.3,October-1971,10037.4,duplex,commercial,Outskirts,rectangle,4,50133,5,0.8191205244333334,1963,0,highway,60,5,2,NA,Yes,NA
19516.9,May-2001,7731.3,duplex,commercial,Center,rectangle,1,9722,3,0.7466041303667499,1989,2000,street,29,2,6,NA,No,NA
15155.1,July-1976,2519.6,duplex,residential,Center,irregular,2,2963,7,0.07945638013439082,1970,0,street,0,2,7,NA,Yes,NA
17986.4,May-1970,7136.4,flat,commercial,Center,rectangle,1,12375,9,0.9495100629637634,1960,1970,alley,22,2,6,NA,Yes,NA
14649.7,March-1972,3687.4,flat,commercial,Outskirts,trapezoid,1,56346,9,0.8302038228763057,1957,1965,highway,78,3,5,NA,Yes,NA
15527.4,November-1994,2166.5,duplex,commercial,Center,trapezoid,2,5925,6,0.8896998736154639,1993,0,alley,1,2,4,NA,No,NA
17814.0,April-1996,1675.3,villa,residential,Outskirts,trapezoid,5,75838,10,0.5071763365355941,1981,1992,highway,14,3,6,NA,Yes, No
17977.2,August-2009,10629.5,villa,residential,Outskirts,trapezoid,2,72670,6,0.2566292729873966,2005,0,highway,62,3,6,NA,Yes,Yes
17189.6,September-1977,1932.4,open land,residential,Border,trapezoid,4,39030,9,0.38273815617664086,1969,0,highway,45,4,5,C,NA,NA
13373.0,May-1984,4429.6,flat,residential,Border,rectangle,1,28429,1,0.08607847859482565,1977,0,highway,46,1,7,NA,No,NA
13241.2,October-1979,5934.2,flat,residential,Center,irregular,4,23248,7,0.8085089544422946,1975,0,alley,33,4,1,NA,No,NA
14708.1,January-1997,3214.9,villa,residential,Outskirts,trapezoid,4,63378,9,0.6077650577152377,1980,1989,highway,21,3,9,NA,Yes, No
16397.3,March-1991,5374.1,flat,commercial,Center,trapezoid,3,12051,4,0.10947649960874006,1978,1986,street,78,2,6,NA,No,NA
19871.7,January-1972,9300.1,duplex,commercial,Outskirts,trapezoid,2,55931,1,0.7302860047100487,1968,0,highway,92,4,10,NA,Yes,NA
18641.3,October-1999,11279.4,villa,residential,Border,rectangle,3,37136,5,0.6774330976970541,1991,0,highway,19,4,10,NA,Yes, No
23854.0,August-1976,10854.1,open land,industrial,Center,trapezoid,5,9931,9,0.3911151623709753,1976,0,street,28,5,6,C,NA,NA
18848.4,February-2009,5715.6,duplex,commercial,Center,rectangle,2,25145,5,0.023722085017178318,2009,0,alley,92,3,8,NA,Yes,NA
19605.8,August-1979,7095.2,open land,residential,Outskirts,rectangle,4,66242,10,0.33711529070732293,1963,0,highway,82,1,3,F,NA,NA
18292.5,February-1986,11803.4,villa,residential,Outskirts,rectangle,1,65264,6,0.6468255823900657,1979,0,highway,22,2,6,NA,Yes,Yes
17460.5,July-1983,9051.0,villa,residential,Border,rectangle,3,20902,10,0.4075747998787195,1970,1979,street,52,4,2,NA,Yes,Yes
14977.2,October-1972,6150.7,duplex,residential,Outskirts,irregular,3,66179,7,0.9375680018500825,1967,0,highway,17,3,10,NA,No,NA
16249.2,February-1996,6971.2,open land,commercial,Outskirts,irregular,1,52632,10,0.9641491303760835,1988,0,highway,33,1,6,F,NA,NA
18212.9,September-1980,5729.4,duplex,residential,Outskirts,rectangle,1,79605,3,0.7484291536196759,1961,1971,highway,74,4,5,NA,Yes,NA
17074.5,September-1997,5764.9,duplex,residential,Border,irregular,2,33635,10,0.5670049448741806,1979,1990,street,17,2,9,NA,Yes,NA
22579.0,July-1997,9967.2,duplex,residential,Center,rectangle,5,13263,1,0.22204637156499485,1995,0,street,28,2,10,NA,No,NA
16431.8,July-2009,1879.8,flat,residential,Center,trapezoid,1,12319,5,0.9256136975069528,1998,2007,street,78,4,5,NA,No,NA
17650.6,March-1985,10893.3,villa,residential,Border,rectangle,1,23110,7,0.6522739007461211,1984,0,street,98,1,7,NA,Yes, No
17584.4,January-1971,2391.0,duplex,commercial,Center,trapezoid,2,4301,1,0.8549462249066664,1964,0,street,63,5,9,NA,No,NA
16611.8,March-1980,4993.2,duplex,residential,Border,irregular,4,21644,6,0.9591247091720996,1965,1975,street,45,4,4,NA,Yes,NA
12368.4,September-1972,8223.6,villa,residential,Center,irregular,2,14768,2,0.606095785429813,1957,1965,alley,69,4,2,NA,Yes, No
15148.0,July-1982,2774.0,duplex,commercial,Center,trapezoid,1,15278,2,0.06936769723011782,1971,1979,street,12,1,3,NA,No,NA
16231.7,February-1977,1360.1,duplex,residential,Center,trapezoid,1,2228,10,0.5995235000493773,1977,0,alley,50,5,3,NA,Yes,NA
14010.0,May-1975,1040.9,open land,industrial,Center,irregular,2,25235,7,0.7396337962073958,1974,0,alley,75,3,4,C,NA,NA
17645.9,August-1980,7788.7,flat,commercial,Outskirts,trapezoid,4,57236,4,0.8626861036000931,1978,0,highway,72,5,4,NA,Yes,NA
14851.6,February-1985,2874.3,open land,industrial,Outskirts,irregular,1,64124,3,0.5757436283840525,1974,0,highway,57,1,10,F,NA,NA
17450.3,February-1973,7276.0,duplex,residential,Center,irregular,5,23945,4,0.25073427966139905,1971,0,street,53,4,8,NA,No,NA
20650.1,May-1980,5911.4,flat,residential,Center,rectangle,5,3565,8,0.5881310897678548,1978,0,street,31,4,7,NA,Yes,NA
16222.6,January-1980,5952.8,duplex,residential,Center,irregular,1,3688,7,0.06736198918613612,1969,1977,street,97,3,6,NA,Yes,NA
13576.1,May-2006,1055.1,villa,residential,Outskirts,rectangle,1,75092,5,0.4505719029272611,1995,2004,highway,60,2,6,NA,Yes,Yes
17829.2,September-2005,7678.4,flat,commercial,Outskirts,trapezoid,3,72442,6,0.890166534988864,1988,1998,highway,26,5,3,NA,Yes,NA
18417.2,April-2006,10169.9,villa,residential,Outskirts,irregular,1,63728,7,0.8672155503756529,1997,0,highway,98,4,3,NA,Yes,Yes
14946.2,January-2001,9745.0,villa,residential,Outskirts,irregular,5,63953,6,0.6583219120481145,1992,0,highway,50,4,9,NA,Yes, No
16007.0,September-1994,4918.2,flat,residential,Border,rectangle,1,37217,2,0.4338705696016817,1994,0,highway,41,2,5,NA,Yes,NA
15359.2,July-1994,7130.2,villa,residential,Center,irregular,4,11506,9,0.8997902052765173,1978,1987,street,98,1,4,NA,Yes, No
17897.1,September-1989,3773.7,villa,residential,Center,trapezoid,5,13999,2,0.48566326710283436,1972,1980,alley,74,2,10,NA,Yes,Yes
16837.2,February-1991,11979.2,flat,residential,Border,irregular,5,40419,9,0.23156589046954446,1980,1989,highway,23,5,4,NA,Yes,NA
12105.2,July-2009,1814.7,flat,commercial,Center,irregular,1,24354,10,0.6762830887250404,2002,0,alley,2,4,3,NA,Yes,NA
16103.8,May-1971,3182.5,duplex,residential,Center,rectangle,2,15834,9,0.019113837020624524,1961,1971,alley,61,1,10,NA,No,NA
13582.6,July-1988,7420.0,villa,residential,Border,irregular,4,37864,2,0.8045646597863766,1974,1984,highway,52,1,8,NA,Yes, No
22295.7,September-1972,6208.9,open land,industrial,Center,trapezoid,2,21125,1,0.6052767004645084,1961,0,street,87,3,8,F,NA,NA
19448.8,December-1976,4724.7,open land,industrial,Border,rectangle,2,20191,9,0.721915184524091,1966,0,street,32,1,5,F,NA,NA
17546.7,July-1989,9287.8,open land,industrial,Outskirts,irregular,4,71544,3,0.7955260572273015,1981,0,highway,95,3,4,C,NA,NA
18736.6,June-1985,7471.4,flat,residential,Border,rectangle,3,31176,5,0.2193775241000917,1974,1985,street,50,3,7,NA,Yes,NA
10640.3,November-1994,4737.4,villa,residential,Outskirts,irregular,2,66045,7,0.2069693388338134,1988,0,highway,33,5,9,NA,Yes, No
13096.5,May-2002,6252.3,villa,residential,Outskirts,rectangle,1,60522,4,0.43405671723350914,1984,1993,highway,6,5,1,NA,Yes, No
18178.4,February-1977,5813.9,flat,commercial,Border,trapezoid,3,26401,3,0.7481745977426726,1967,1976,street,57,4,8,NA,Yes,NA
22098.9,August-1990,6332.0,open land,commercial,Center,rectangle,5,7443,3,0.5995435233851231,1989,0,alley,87,4,10,F,NA,NA
15156.6,June-1999,4533.4,villa,residential,Center,rectangle,5,2458,7,0.27934083749869776,1985,1993,alley,57,3,4,NA,Yes, No
17756.5,November-1976,10223.8,duplex,residential,Outskirts,trapezoid,2,69054,5,0.546036601208218,1974,0,highway,9,2,3,NA,No,NA
