Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
20090.4,April-2008,7567.1,villa,residential,Center,rectangle,4,23623,7,0.13221545407270652,1991,2001,alley,65,4,2,NA,Yes, No
18219.3,January-2003,9571.9,duplex,residential,Outskirts,trapezoid,4,64434,5,0.5544318766572435,1991,2000,highway,72,4,1,NA,No,NA
17741.7,February-1991,6718.7,flat,residential,Border,trapezoid,2,30928,2,0.2268793207675499,1985,0,street,48,1,5,NA,Yes,NA
12153.7,October-1974,3943.1,villa,residential,Outskirts,rectangle,2,51409,8,0.4538600823568024,1963,1971,highway,51,3,3,NA,Yes, No
16735.2,August-1982,5306.2,villa,residential,Outskirts,trapezoid,5,79505,2,0.9602263716899354,1963,1973,highway,95,5,2,NA,Yes,Yes
15051.1,August-1970,3949.6,flat,commercial,Center,rectangle,3,8702,6,0.5569332115121866,1962,0,alley,70,1,8,NA,No,NA
13988.1,July-1991,838.6,duplex,commercial,Border,trapezoid,4,40361,5,0.19340363767528734,1974,1984,street,85,1,1,NA,No,NA
17106.4,January-1982,10659.1,villa,residential,Outskirts,trapezoid,3,56628,4,0.5691496011064862,1964,1975,highway,54,3,1,NA,Yes,Yes
10263.8,June-1974,1240.3,villa,residential,Center,irregular,2,19805,4,0.24089069402848196,1956,1967,alley,93,2,10,NA,Yes, No
16685.2,June-2005,9139.5,villa,residential,Center,irregular,3,4066,2,0.7075438731510999,1988,1998,street,5,3,2,NA,Yes,Yes
16815.1,December-1973,3611.7,open land,commercial,Outskirts,trapezoid,3,52892,2,0.03570836126042232,1968,0,highway,18,4,7,F,NA,NA
21755.8,July-1980,2685.6,open land,residential,Center,rectangle,4,25154,10,0.5790859682834839,1978,0,street,56,2,7,F,NA,NA
16905.2,January-1992,4134.1,flat,residential,Center,irregular,3,12728,2,0.8576438922182739,1976,1984,street,99,4,8,NA,Yes,NA
12367.4,January-2007,5633.0,duplex,commercial,Outskirts,irregular,5,56791,2,0.3770800988270755,1995,2005,highway,64,3,1,NA,No,NA
20884.8,May-2005,8569.8,open land,commercial,Border,trapezoid,3,35592,8,0.46895375961659624,1989,0,highway,89,1,7,F,NA,NA
18713.5,July-1992,10190.7,duplex,commercial,Outskirts,rectangle,4,76849,6,0.0562039057298831,1976,1986,highway,42,3,1,NA,Yes,NA
21895.6,May-1982,8995.8,open land,commercial,Center,rectangle,1,15803,10,0.5525732482474119,1972,0,street,96,1,7,C,NA,NA
15673.8,March-1983,3302.0,villa,residential,Border,rectangle,2,26632,8,0.7875550738762191,1967,1977,street,11,5,4,NA,Yes,Yes
18485.5,July-2002,10874.0,flat,commercial,Center,irregular,2,4357,7,0.619210225805221,1988,1998,street,82,3,8,NA,Yes,NA
18272.1,June-1971,10466.0,open land,commercial,Outskirts,irregular,1,75708,3,0.884083572263802,1955,0,highway,33,3,9,F,NA,NA
18838.6,November-1970,11944.4,flat,commercial,Outskirts,rectangle,5,51750,3,0.43420841684946243,1964,0,highway,39,1,4,NA,Yes,NA
20522.9,January-1988,11862.5,duplex,residential,Outskirts,rectangle,2,77535,5,0.439133876512536,1973,1984,highway,8,3,3,NA,Yes,NA
21235.5,July-1970,11086.7,duplex,residential,Border,rectangle,1,34397,4,0.06923998085740823,1954,1964,street,31,4,10,NA,Yes,NA
13645.4,May-2007,10397.2,villa,residential,Border,irregular,2,39068,8,0.2874303830460774,2002,0,highway,27,2,8,NA,Yes, No
19129.9,January-2008,7747.8,duplex,residential,Outskirts,trapezoid,2,54750,8,0.9556763684765266,2005,0,highway,82,5,1,NA,Yes,NA
12032.9,July-1987,4611.7,villa,residential,Outskirts,irregular,2,78014,10,0.14951146204427224,1973,1983,highway,28,5,9,NA,Yes,Yes
19910.7,May-1994,11691.5,villa,residential,Outskirts,trapezoid,4,63940,3,0.7797376383012629,1981,1990,highway,6,1,7,NA,Yes,Yes
22285.6,August-1981,7080.4,open land,industrial,Center,trapezoid,1,17119,7,0.8192943083813331,1980,0,street,57,5,9,C,NA,NA
17614.0,February-1983,10057.8,duplex,commercial,Border,rectangle,2,32773,7,0.09658913579689676,1973,1982,street,26,5,4,NA,No,NA
20046.7,February-1989,4594.2,open land,industrial,Border,trapezoid,2,20582,5,0.8995831104736552,1980,0,street,88,2,9,C,NA,NA
15570.4,July-1995,892.7,duplex,commercial,Border,trapezoid,5,24165,2,0.013368120750008816,1978,1989,highway,85,4,6,NA,Yes,NA
18742.0,May-1975,5615.3,open land,commercial,Center,rectangle,1,2252,5,0.17267236979051148,1968,0,alley,78,3,8,F,NA,NA
16894.8,February-1988,5459.5,villa,residential,Border,rectangle,5,40268,7,0.23656299891745014,1974,1985,street,62,3,3,NA,Yes,Yes
16481.8,June-1981,2630.9,flat,commercial,Border,rectangle,5,38862,10,0.048585161256084475,1963,1972,street,0,1,8,NA,Yes,NA
15516.4,December-1971,2090.9,duplex,residential,Outskirts,trapezoid,5,63188,6,0.42153268624690765,1966,0,highway,91,2,7,NA,No,NA
22428.9,January-1998,10621.5,duplex,commercial,Center,trapezoid,3,9371,8,0.5835681156771442,1982,1993,street,2,2,3,NA,Yes,NA
20856.2,February-2002,8949.6,duplex,residential,Center,rectangle,2,21005,8,0.7822003308208028,1987,1995,street,45,4,3,NA,No,NA
15450.0,March-2000,1055.2,flat,residential,Center,trapezoid,3,7181,8,0.9175318515679122,1987,1998,alley,82,1,7,NA,No,NA
16842.5,March-1972,7612.5,flat,residential,Border,trapezoid,1,23561,6,0.20405085724813066,1960,1968,street,99,2,3,NA,Yes,NA
17363.4,April-1979,3659.7,villa,residential,Outskirts,irregular,5,54142,7,0.8268244845638683,1962,1970,highway,93,3,9,NA,Yes,Yes
16333.8,December-1996,9623.4,flat,residential,Center,irregular,5,6180,5,0.37641151883572455,1992,0,alley,18,2,1,NA,Yes,NA
17815.8,April-2007,3604.4,flat,residential,Outskirts,irregular,3,79841,3,0.6721799039747373,1992,2003,highway,50,5,6,NA,Yes,NA
17595.2,January-1994,6521.1,flat,residential,Outskirts,rectangle,3,79579,4,0.35840063391059185,1979,1988,highway,22,3,6,NA,Yes,NA
16208.2,January-1989,6506.7,duplex,residential,Outskirts,trapezoid,1,50867,8,0.4366007220496686,1986,0,highway,11,5,7,NA,No,NA
25804.7,April-1999,8396.2,open land,commercial,Border,trapezoid,4,39331,4,0.49199595678891217,1986,0,highway,66,5,10,F,NA,NA
13567.5,November-1993,7046.4,flat,commercial,Outskirts,trapezoid,1,59153,9,0.5992450619315504,1977,1987,highway,47,2,1,NA,No,NA
17892.8,February-2005,2495.5,open land,residential,Center,irregular,5,24550,2,0.9534187324328524,2005,0,alley,95,5,8,C,NA,NA
11137.6,October-2001,3529.8,flat,commercial,Border,irregular,3,31607,10,0.08223671615733441,1985,1995,street,46,1,7,NA,No,NA
12974.2,September-1992,4103.5,flat,commercial,Border,rectangle,2,23285,5,0.23104577108775393,1981,1992,highway,39,5,6,NA,No,NA
17569.9,October-1986,3624.1,open land,commercial,Outskirts,rectangle,5,65218,8,0.1862722409435651,1974,0,highway,78,1,7,C,NA,NA
20305.1,November-1972,9126.7,duplex,residential,Outskirts,rectangle,3,75918,10,0.2068816509623953,1969,0,highway,74,5,10,NA,Yes,NA
20267.2,August-1975,3333.0,open land,industrial,Center,rectangle,3,22171,4,0.529549427177682,1956,0,street,28,3,3,F,NA,NA
24268.7,July-1981,11502.8,duplex,commercial,Center,trapezoid,5,22016,2,0.9032792516920036,1962,1970,street,6,2,4,NA,Yes,NA
18344.1,June-1985,4574.4,open land,industrial,Center,rectangle,4,11442,8,0.39693899381827435,1971,0,alley,47,5,1,C,NA,NA
19763.7,March-1982,9282.5,duplex,residential,Center,rectangle,1,4042,7,0.7908799960952494,1975,0,street,81,4,2,NA,No,NA
19295.0,March-1983,975.2,flat,residential,Center,trapezoid,4,19415,4,0.8669441278831307,1968,1979,street,78,2,9,NA,Yes,NA
11663.2,June-1987,4552.6,flat,commercial,Center,irregular,4,4359,6,0.6906461340772513,1969,1978,alley,1,3,2,NA,No,NA
21584.3,August-1981,10767.1,open land,industrial,Border,rectangle,3,40184,10,0.8123547445358774,1962,0,highway,13,3,6,C,NA,NA
12236.0,July-2005,2196.5,flat,commercial,Outskirts,irregular,2,70911,8,0.7743110796150313,2002,0,highway,74,4,7,NA,Yes,NA
17833.5,December-2007,10371.3,flat,commercial,Center,irregular,5,10392,6,0.2535092907363615,1991,2001,alley,27,4,10,NA,Yes,NA
17213.2,March-1986,9522.2,villa,residential,Outskirts,trapezoid,3,63347,2,0.8022343249964327,1973,1983,highway,39,3,1,NA,Yes,Yes
17378.6,June-1972,6874.5,duplex,commercial,Outskirts,rectangle,1,66187,6,0.6248943153303299,1960,1969,highway,17,4,5,NA,Yes,NA
21340.9,June-1978,11662.5,open land,residential,Outskirts,trapezoid,5,56273,2,0.3444937443774736,1970,0,highway,87,2,4,C,NA,NA
18904.5,July-1986,10849.7,duplex,commercial,Border,irregular,2,29945,2,0.7354156805876467,1974,1984,street,97,5,10,NA,Yes,NA
10247.5,July-1991,854.1,flat,commercial,Outskirts,irregular,5,60497,7,0.6726879840839252,1980,1988,highway,35,5,7,NA,No,NA
16169.3,May-1978,8173.8,duplex,commercial,Outskirts,trapezoid,3,62839,4,0.10048667164609792,1966,1977,highway,49,2,6,NA,No,NA
16046.8,March-1977,6316.5,flat,residential,Center,irregular,2,15409,2,0.5026722670666202,1976,0,street,58,2,5,NA,Yes,NA
15706.7,February-1999,6331.1,villa,residential,Outskirts,rectangle,4,74426,5,0.24143549366201822,1996,0,highway,65,1,9,NA,Yes, No
18116.7,August-1984,9579.8,villa,residential,Outskirts,rectangle,4,76583,8,0.18964172005726487,1983,0,highway,79,4,8,NA,Yes,Yes
19814.9,April-2003,2920.9,duplex,residential,Outskirts,rectangle,2,71762,1,0.21493963886147127,1989,1998,highway,37,2,1,NA,Yes,NA
15534.4,April-1978,889.3,duplex,commercial,Border,irregular,2,30049,1,0.9754518421638837,1967,1975,highway,31,2,9,NA,No,NA
15248.2,June-1990,4613.3,flat,commercial,Border,rectangle,1,31788,3,0.2583610205432787,1979,1988,highway,88,5,8,NA,Yes,NA
13690.2,November-2007,6770.4,villa,residential,Border,irregular,2,39864,4,0.9438838856920243,1992,2000,street,90,4,5,NA,Yes, No
16002.2,March-1984,5282.0,open land,commercial,Outskirts,irregular,2,65117,7,0.6028576807689741,1966,0,highway,6,4,10,F,NA,NA
17594.6,September-1981,10762.7,flat,residential,Center,irregular,2,13796,4,0.6569441062833015,1976,0,street,8,3,1,NA,Yes,NA
15846.8,December-2006,7429.8,villa,residential,Border,trapezoid,2,20840,1,0.7399172619147291,2005,0,highway,0,4,7,NA,Yes, No
15088.6,December-2007,11204.6,villa,residential,Outskirts,irregular,4,52219,7,0.7182238596650998,2001,0,highway,64,1,1,NA,Yes,Yes
18337.2,July-1977,5400.0,flat,commercial,Center,trapezoid,5,15833,3,0.31294987565433074,1971,0,street,45,4,2,NA,Yes,NA
16204.4,August-1983,4421.9,flat,residential,Border,rectangle,1,25231,9,0.6786217716794734,1970,1981,highway,87,5,7,NA,Yes,NA
14582.4,August-1997,6645.0,villa,residential,Border,irregular,5,31686,2,0.13785948500240686,1982,1993,street,93,2,6,NA,Yes,Yes
16089.6,February-1988,1451.8,open land,industrial,Border,rectangle,2,37732,8,0.24647638233746816,1973,0,street,60,1,1,C,NA,NA
18620.7,October-2009,7904.5,open land,commercial,Border,rectangle,2,25508,5,0.21488401044733685,2008,0,highway,3,1,2,F,NA,NA
17374.5,November-1996,10491.0,flat,residential,Center,irregular,3,16772,7,0.9092221118915335,1985,1994,alley,10,1,2,NA,Yes,NA
14531.7,June-1970,3225.8,open land,residential,Border,irregular,4,25203,9,0.13028417525651292,1954,0,street,21,3,4,C,NA,NA
24254.4,January-1984,11503.7,flat,residential,Center,trapezoid,4,11474,10,0.9052596496480774,1975,0,street,26,4,10,NA,Yes,NA
18990.4,November-1989,7021.7,flat,commercial,Center,rectangle,3,12035,3,0.6912467922934722,1975,1983,street,8,3,10,NA,No,NA
15560.2,November-1976,3771.6,open land,industrial,Outskirts,rectangle,2,74922,1,0.009936507350494894,1961,0,highway,59,4,2,C,NA,NA
20331.8,August-1979,6212.3,duplex,commercial,Center,trapezoid,1,23866,1,0.32003730228096905,1979,0,street,93,5,9,NA,Yes,NA
13269.7,January-1978,2165.9,open land,commercial,Outskirts,irregular,5,56563,8,0.05924913716858349,1977,0,highway,28,4,8,C,NA,NA
18431.5,December-1979,4957.3,open land,residential,Center,irregular,5,2945,9,0.0971699461204879,1960,0,street,28,1,10,C,NA,NA
13084.9,October-1972,3124.1,villa,residential,Outskirts,trapezoid,3,61623,4,0.9951047739863771,1970,0,highway,83,2,2,NA,Yes, No
10944.1,August-1986,2510.0,duplex,commercial,Outskirts,irregular,5,67002,4,0.04674296373047515,1986,0,highway,74,1,5,NA,No,NA
20129.1,September-1986,8438.5,open land,commercial,Outskirts,rectangle,2,53992,5,0.47375450994147406,1968,0,highway,22,3,9,F,NA,NA
16704.4,November-1980,1492.0,duplex,commercial,Outskirts,trapezoid,5,61875,9,0.5417319855746928,1962,1970,highway,72,5,7,NA,Yes,NA
15096.2,August-1971,4718.5,villa,residential,Border,rectangle,4,36076,7,0.4556263904871499,1958,1969,highway,97,3,3,NA,Yes,Yes
19179.3,May-2001,7890.7,open land,industrial,Border,rectangle,5,34127,2,0.22903500652213293,1998,0,highway,12,1,1,C,NA,NA
10538.1,August-1980,4042.4,villa,residential,Outskirts,irregular,4,77606,10,0.17288352120870365,1974,0,highway,76,4,7,NA,Yes, No
16173.0,September-1991,10276.1,duplex,commercial,Outskirts,irregular,1,56024,1,0.2685377829026776,1975,1985,highway,36,1,10,NA,Yes,NA
15873.8,May-2008,10773.8,flat,commercial,Border,irregular,4,23513,8,0.44864477947011805,1998,2009,street,68,5,9,NA,No,NA
17882.0,February-2007,6267.6,villa,residential,Center,rectangle,5,24279,2,0.4533776781194373,1997,2006,street,87,2,2,NA,Yes, No
