Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
21526.3,April-1985,5102.3,duplex,commercial,Border,trapezoid,3,27250mts,2,0.0434821206341135,1971,1982.0,highway,70,1,10,NA,Yes,NA
13460.1,September-1977,11099.7,villa,residential,Outskirts,irregular,4,52037,8,0.6304211464102644,1968,0.0,highway,6,3,4,,Yes, No
14415.3,December-2004,2724.4,open land,industrial,Outskirts,irregular,3,61158,2,0.21008196311607763,1987,,highway,35,3,10,C,NA,NA
17920.8,September-1990,5356.1,flat,commercial,Outskirts,trapezoid,5,56870mts,3,0.7667966186293468,1975,1985.0,highway,91,1,9,,Yes,NA
19607.9,Aug-2004,6903.9,flat,commercial,Center,rectangle,5,13929mts,6,0.3962686381739352,1998,0.0,alley,71,4,9,NA,Yes,NA
20889.5,April-05,2606.6,villa,residential,Border,trapezoid,5,20028,9,0.7876912861431897,1988,1997.0,highway,36,5,10,,Yes,Yes
18632.7,July-1974,7477.3,flat,commercial,Center,trapezoid,4,8377,5,0.928451982402077,1971,0.0,street,44,5,5,,No,NA
12833.0,June-88,4525.6,villa,residential,Border,irregular,4,38443mts,2,0.3126376727909157,1976,1985.0,highway,81,1,8,,Yes,Yes
14236.4,September-1992,4394.0,flat,residential,Border,rectangle,5,29830mts,8,0.00396988148044819,1988,0.0,highway,89,4,4,,No,NA
20829.4,June-1989,10183.0,open land,residential,Center,irregular,5,7829mts,2,0.4601515801294992,1985,,alley,71,2,9,F,NA,
20790.0,December-1972,8057.7,open land,industrial,Outskirts,rectangle,5,71933mts,4,0.8686505058028675,1957,,highway,47,1,2,F,NA,NA
17128.4,June-1985,3163.2,open land,residential,Border,rectangle,4,23263mts,1,0.23135442820999608,1976,0.0,highway,5,4,4,C,NA,
17793.7,December-1976,4257.8,flat,residential,Center,rectangle,3,9287,9,0.7116670412644833,1970,0.0,street,94,1,8,NA,No,NA
13216.5,Aug-1988,3771.0,villa,residential,Center,irregular,4,24003,2,0.3914643947601556,1983,0.0,alley,24,4,5,NA,Yes,Yes
13272.2,November-2003,9568.2,villa,residential,Center,irregular,3,19444mts,7,0.08735976413359192,1997,0.0,alley,61,2,3,,Yes, No
17430.9,October-1995,8272.9,flat,commercial,Outskirts,trapezoid,3,67158,2,0.6802171001610093,1994,0.0,highway,4,4,3,NA,Yes,NA
18068.9,January-1999,4190.1,villa,residential,Center,rectangle,2,19336,5,0.8962317433739951,1982,1990.0,street,68,3,3,,Yes,Yes
17756.3,June-01,8705.0,open land,industrial,Center,irregular,1,6859mts,5,0.9920435360904508,1983,0.0,alley,1,5,4,C,NA,NA
17045.0,Jul-1989,11212.7,villa,residential,Border,trapezoid,2,26454,7,0.5218461356260938,1971,1979.0,street,54,3,2,,Yes, No
21513.8,October-87,8705.7,open land,residential,Outskirts,trapezoid,5,58266,1,0.6211458241326211,1975,0.0,highway,48,4,8,C,NA,NA
23690.2,January-2007,9113.6,open land,commercial,Center,rectangle,5,20716,1,0.5087992887539365,1994,,street,29,3,6,C,NA,NA
20328.5,June-1970,5788.3,open land,residential,Outskirts,rectangle,5,78918,9,0.15544775908591957,1968,0.0,highway,65,3,9,F,NA,NA
22776.2,November-2005,9074.2,open land,industrial,Border,trapezoid,2,36397mts,1,0.9907440731287662,1986,,street,25,2,5,F,NA,
13686.0,Mar-2006,5392.7,villa,residential,Border,trapezoid,1,30144,1,0.017687172123913686,1997,0.0,street,41,3,3,,Yes, No
15605.6,May-79,1413.1,open land,residential,Border,irregular,4,26350,8,0.8442222120902229,1962,,street,84,2,6,C,NA,
16681.1,Jul-1989,7377.9,duplex,residential,Center,irregular,4,14332mts,5,0.8496394818995386,1976,1984.0,alley,7,3,7,NA,No,NA
18808.1,August-1985,11875.5,duplex,commercial,Outskirts,rectangle,4,68489,10,0.6213794060312043,1982,0.0,highway,37,2,3,,No,NA
11238.6,July-1984,7495.6,villa,residential,Outskirts,irregular,2,74043mts,1,0.08772341043104925,1965,1974.0,highway,15,2,7,NA,Yes, No
10970.2,October-1972,6772.6,villa,residential,Outskirts,irregular,3,61943,10,0.16819024373598057,1969,0.0,highway,72,1,7,,Yes, No
14254.7,December-1975,8672.4,villa,residential,Center,irregular,5,23110,8,0.25376870603601176,1970,0.0,alley,90,3,7,,Yes, No
21147.3,Sep-1997,4740.9,duplex,residential,Center,trapezoid,4,15041,7,0.8390229284062408,1982,1991.0,alley,28,3,9,NA,Yes,NA
16186.7,January-1982,9242.8,duplex,commercial,Outskirts,irregular,5,72970mts,2,0.7649769870467481,1977,0.0,highway,89,1,9,NA,No,NA
16360.7,Jan-2009,1059.0,duplex,residential,Center,trapezoid,1,6984,9,0.6797112627215143,1999,2009.0,street,88,3,2,NA,No,
11831.4,July-1987,1360.8,duplex,commercial,Outskirts,irregular,5,73026,2,0.5251809636051101,1983,0.0,highway,64,1,7,NA,No,
13172.0,October-1972,5405.7,flat,residential,Outskirts,irregular,3,55047,1,0.3838723977082237,1971,0.0,highway,83,3,7,NA,Yes,
16229.3,Feb-1980,8756.3,villa,residential,Outskirts,trapezoid,4,75512mts,8,0.5490006511299956,1966,1974.0,highway,87,3,5,NA,Yes, No
15619.5,April-1970,4299.5,flat,residential,Outskirts,irregular,2,58600,6,0.31604904668440603,1966,0.0,highway,54,2,4,,Yes,
15288.5,May-2005,3740.3,land,residential,Border,irregular,2,39743,4,0.2414694082988259,1996,0.0,street,80,5,1,F,NA,NA
18339.4,March-1993,7633.9,duplex,residential,Border,rectangle,2,37418,10,0.7047786373531246,1974,1984.0,highway,5,1,8,NA,No,
12295.9,May-2004,8718.7,flat,commercial,Border,irregular,3,33572,7,0.6339068641530103,1991,2002.0,highway,27,5,1,,No,NA
15628.5,Aug-1996,1794.7,flat,commercial,Outskirts,rectangle,3,77618,9,0.6422116082183785,1984,1993.0,highway,19,2,8,NA,Yes,NA
15050.1,May-1991,8440.4,open land,commercial,Outskirts,irregular,3,50704,2,0.34566506498463745,1988,0.0,highway,36,4,3,C,NA,
24197.9,April-2007,9611.2,flat,residential,Center,trapezoid,1,22205,7,0.535673639900675,2006,0.0,alley,14,1,7,,Yes,
20796.7,March-2006,10612.9,flat,residential,Center,rectangle,5,6654mts,4,0.7501912391824042,1997,0.0,street,44,2,2,NA,No,NA
15004.5,Jun-1987,1251.8,land,residential,Outskirts,trapezoid,1,67383mts,7,0.41127646954591957,1983,,highway,71,1,1,C,NA,NA
17492.3,January-2005,5012.5,flat,residential,Outskirts,trapezoid,4,68513,10,0.1460143675412816,1991,2000.0,highway,83,4,9,NA,Yes,NA
15244.6,April-1991,2110.0,flat,residential,Border,irregular,3,32496,6,0.28699967136404536,1973,1984.0,street,85,2,6,NA,No,NA
16039.9,December-1981,9280.1,flat,commercial,Outskirts,rectangle,4,53937,8,0.7463228007240471,1967,1978.0,highway,22,1,3,NA,No,NA
18396.2,March-73,11713.8,duplex,residential,Outskirts,irregular,3,76635,6,0.632240520304066,1960,1968.0,highway,43,4,7,NA,Yes,NA
15538.4,June-2002,4074.3,open land,commercial,Border,irregular,5,33682mts,10,0.12048010784732244,1990,0.0,highway,82,3,7,F,NA,NA
14641.8,September-1977,6930.3,flat,commercial,Center,trapezoid,3,3954mts,9,0.1201714108506784,1961,1972.0,alley,90,4,3,NA,No,NA
18137.7,April-95,2590.4,flat,residential,Center,rectangle,4,14872,10,0.13151367180407825,1985,1995.0,alley,78,4,2,NA,No,
12112.5,November-1975,10068.7,flat,commercial,Outskirts,irregular,1,51228mts,6,0.8912985892254881,1959,1967.0,highway,53,2,3,NA,No,NA
19695.2,November-1979,11056.2,flat,residential,Outskirts,trapezoid,3,69848,4,0.9588076742449062,1973,0.0,highway,58,3,3,,Yes,NA
19640.7,Jan-2000,11125.3,villa,residential,Center,trapezoid,5,5524,8,0.48543082343885935,1995,0.0,alley,72,4,9,,Yes, No
19485.1,February-08,6811.1,duplex,commercial,Outskirts,trapezoid,5,75839,9,0.9690344587589107,1990,1998.0,highway,27,2,1,NA,Yes,NA
17835.4,July-1993,6423.1,villa,residential,Center,trapezoid,3,10152,7,0.9653932711037622,1984,0.0,street,25,4,3,,Yes, No
16367.9,June-1992,11031.0,villa,residential,Center,irregular,1,13286mts,1,0.9671709104038027,1988,0.0,street,78,2,5,NA,Yes, No
22983.8,October-1983,9544.0,open land,commercial,Center,trapezoid,5,8504,9,0.8522847955262645,1967,0.0,alley,25,1,9,C,NA,NA
19518.7,November-99,6124.1,open land,residential,Outskirts,trapezoid,4,62077mts,7,0.25856093020209236,1982,0.0,highway,26,3,4,F,NA,NA
14288.7,August-1978,1752.3,villa,residential,Border,rectangle,3,25922,7,0.16536487207269457,1978,0.0,street,95,4,5,,Yes,Yes
14060.5,October-1976,7009.8,flat,residential,Outskirts,trapezoid,2,57557,1,0.46854471255784147,1960,1968.0,highway,27,5,1,,No,NA
20236.5,November-2001,7891.2,land,commercial,Outskirts,rectangle,3,63506,9,0.7295132910947763,1989,0.0,highway,17,4,8,C,NA,NA
17174.7,October-83,9502.1,flat,residential,Center,irregular,1,7630,1,0.7627138961806701,1976,0.0,street,47,2,3,NA,Yes,NA
18143.7,November-1995,10292.8,flat,commercial,Outskirts,trapezoid,1,55842,6,0.5246822520823179,1990,0.0,highway,55,3,8,,Yes,NA
22125.9,Aug-2003,11441.7,duplex,commercial,Center,irregular,5,14301,1,0.8446237991965223,1985,1993.0,street,72,5,9,,Yes,NA
16988.1,December-2007,4698.9,duplex,residential,Border,rectangle,5,35907mts,5,0.08289994580957138,1994,2005.0,highway,75,1,7,NA,No,NA
12577.9,February-87,1820.3,flat,residential,Outskirts,trapezoid,2,70690,6,0.37553787541812134,1976,1985.0,highway,92,2,4,NA,No,NA
19858.5,November-1992,2553.8,open land,residential,Border,rectangle,2,39490mts,2,0.9278024203889479,1987,0.0,street,78,5,5,F,NA,
16108.4,May-1971,10711.0,villa,residential,Outskirts,trapezoid,1,58482mts,5,0.4156530784185245,1968,0.0,highway,10,5,9,NA,Yes, No
17986.0,September-1979,7438.8,villa,residential,Outskirts,trapezoid,5,58452,5,0.5784240064886804,1978,0.0,highway,98,2,9,NA,Yes,Yes
20040.6,August-1979,4765.7,open land,residential,Outskirts,rectangle,5,78813,7,0.3846637592666412,1965,,highway,96,1,7,F,NA,NA
19458.2,January-1970,11989.0,open land,industrial,Border,irregular,1,32247,2,0.6271916858178909,1964,,street,67,4,7,F,NA,NA
21481.9,Apr-1977,4399.2,duplex,commercial,Outskirts,rectangle,3,80122,2,0.36027547457230924,1977,0.0,highway,86,5,8,NA,Yes,NA
15850.1,July-1970,2567.2,flat,commercial,Center,trapezoid,3,9235mts,8,0.6450113847488976,1966,0.0,street,39,1,7,NA,No,NA
18247.6,February-1994,7915.4,flat,residential,Border,rectangle,4,28846,9,0.3946826455594843,1978,1986.0,highway,71,2,5,NA,Yes,
16651.1,January-1971,4882.4,flat,residential,Border,trapezoid,2,37385mts,2,0.7179375590069467,1956,1964.0,highway,26,5,6,,Yes,NA
17625.6,June-1995,4461.2,flat,commercial,Border,trapezoid,3,20213,8,0.7737859326006019,1983,1991.0,street,89,2,7,,Yes,NA
17196.1,Jul-1973,4039.3,open land,residential,Border,trapezoid,2,23495mts,4,0.39223032939478886,1955,,highway,20,1,2,F,NA,NA
13111.9,February-1991,3140.7,flat,commercial,Outskirts,trapezoid,1,66935mts,9,0.26792081216745833,1972,1981.0,highway,29,2,10,NA,No,
11950.2,March-1978,2838.3,flat,residential,Border,irregular,1,25513,5,0.9306039862415183,1972,0.0,highway,76,4,4,,Yes,NA
11174.5,September-1976,4777.9,villa,residential,Center,irregular,4,3814,7,0.59665965678586,1968,0.0,alley,97,3,1,NA,Yes, No
20093.3,Apr-1979,9354.3,duplex,commercial,Center,irregular,4,19778,5,0.9123320686169152,1979,0.0,alley,20,1,3,NA,No,NA
19270.1,December-1996,3625.7,duplex,commercial,Border,rectangle,5,23002,10,0.5318857996243066,1995,0.0,street,23,1,8,NA,Yes,NA
17359.5,December-1985,7868.2,villa,residential,Center,trapezoid,1,23318mts,8,0.3585244906587973,1985,0.0,alley,86,3,6,NA,Yes,Yes
21401.5,April-1975,3539.5,flat,commercial,Center,rectangle,3,9146,5,0.7640629504148636,1968,0.0,alley,30,4,9,NA,Yes,NA
16114.7,May-1978,3570.8,villa,residential,Outskirts,rectangle,3,77367,5,0.8510541967398642,1963,1971.0,highway,71,4,8,NA,Yes,Yes
13756.3,February-1974,11446.7,villa,residential,Center,irregular,1,11738,5,0.08049732504148777,1960,1970.0,street,10,1,1,NA,Yes, No
10201.6,January-2002,5226.0,villa,residential,Outskirts,irregular,2,73061,6,0.4691842802357117,1992,2002.0,highway,34,1,2,,Yes, No
17282.7,October-1975,2533.3,duplex,commercial,Outskirts,trapezoid,4,70129mts,7,0.9868306282858526,1962,1973.0,highway,12,3,5,,Yes,NA
22256.9,April-2006,9972.6,duplex,commercial,Outskirts,rectangle,4,75009,6,0.38958293569808644,1988,1996.0,highway,95,5,4,NA,No,
20599.1,March-2009,9272.4,duplex,commercial,Outskirts,rectangle,2,70191mts,7,0.7211183410027436,2001,0.0,highway,3,1,9,NA,Yes,
17284.6,Jun-1971,7500.2,open land,commercial,Center,irregular,2,24565mts,8,0.9404049221957631,1966,0.0,alley,43,3,6,C,NA,NA
16576.4,February-76,5712.9,duplex,commercial,Border,trapezoid,4,32764mts,7,0.5097569110190798,1959,1969.0,street,44,5,2,NA,No,NA
23864.7,April-2003,6543.8,open land,commercial,Center,irregular,5,23226mts,8,0.8621080618062209,2001,0.0,street,33,2,6,C,NA,NA
16407.1,March-73,4076.8,villa,residential,Center,rectangle,5,13452mts,8,0.3205900549203452,1962,1973.0,street,77,4,5,NA,Yes, No
18413.2,Jan-1984,7087.1,duplex,residential,Center,trapezoid,1,17836,7,0.3515446511953987,1984,0.0,alley,51,3,10,,No,
16749.9,May-1996,10400.5,villa,residential,Border,trapezoid,5,21315mts,7,0.6552491766823352,1977,1987.0,highway,88,5,1,NA,Yes, No
12288.5,July-2008,5171.9,villa,residential,Outskirts,irregular,5,54232,7,0.4872650605920461,2005,0.0,highway,98,1,8,NA,Yes, No
14716.3,January-1990,2120.4,duplex,commercial,Center,irregular,1,2876,7,0.9743561148109391,1989,0.0,alley,81,3,9,NA,Yes,
18244.0,April-1974,2043.7,duplex,commercial,Border,trapezoid,4,29950,7,0.4546749518197981,1972,0.0,highway,58,2,5,NA,No,
18753.8,March-71,9601.9,land,residential,Border,irregular,4,37085mts,5,0.5794227124098572,1970,0.0,highway,58,3,7,F,NA,NA
18239.2,March-1970,6527.8,duplex,commercial,Border,rectangle,5,32528,4,0.790039632087215,1965,0.0,highway,27,1,10,NA,No,NA
14417.4,February-2004,971.3,villa,residential,Outskirts,trapezoid,2,70083mts,8,0.5807637498329447,1993,2001.0,highway,6,4,8,NA,Yes,Yes
13876.1,Dec-1999,1864.2,open land,commercial,Border,irregular,3,32617,7,0.27259917556675173,1998,0.0,street,83,4,1,F,NA,NA
19798.8,September-1985,9392.6,duplex,residential,Border,rectangle,1,29523,9,0.758673206665171,1968,1978.0,highway,96,3,5,NA,Yes,NA
22098.3,December-79,11824.2,land,commercial,Outskirts,trapezoid,4,51083,1,0.9162490029382419,1974,,highway,29,1,8,C,NA,
15163.8,October-2008,1058.5,duplex,commercial,Center,trapezoid,1,11890,9,0.6302261341633868,1991,2000.0,alley,71,4,7,NA,No,NA
15588.6,February-02,5600.5,open land,industrial,Outskirts,irregular,3,57609,8,0.01136335575892422,1987,,highway,48,5,8,F,NA,NA
10778.0,July-1975,4412.0,flat,residential,Outskirts,irregular,4,64376mts,3,0.6643297886593236,1957,1968.0,highway,30,1,1,,No,NA
14276.2,December-1985,1067.0,villa,residential,Border,trapezoid,3,23827,10,0.4349149231919738,1977,0.0,highway,92,2,9,NA,Yes,Yes
17966.6,May-1985,4929.2,flat,residential,Outskirts,trapezoid,2,71310,8,0.8915146672919365,1975,1986.0,highway,68,4,10,NA,Yes,
15044.6,December-1994,8774.4,flat,commercial,Outskirts,irregular,3,73339,10,0.9975598333394592,1993,0.0,highway,66,3,3,NA,Yes,NA
23819.5,April-1988,7750.1,duplex,commercial,Center,trapezoid,4,24622mts,3,0.6087600060702212,1969,1977.0,street,87,2,3,NA,No,
19912.3,March-2005,7072.3,duplex,commercial,Center,trapezoid,3,22242mts,5,0.22558211186988297,1989,1999.0,street,96,3,9,NA,No,
16005.4,January-89,1610.5,villa,residential,Center,rectangle,5,16697,9,0.875904754797787,1975,1985.0,alley,26,4,9,,Yes, No
22125.7,February-2008,10327.1,open land,residential,Outskirts,rectangle,3,66781,1,0.025959126789904752,1996,,highway,72,1,10,F,NA,
19297.2,October-2005,10824.7,flat,residential,Outskirts,trapezoid,3,57900,10,0.43208383996488775,2004,0.0,highway,19,5,5,NA,Yes,NA
14672.3,Sep-2000,810.2,duplex,commercial,Border,irregular,5,27787mts,1,0.8769481713019078,1994,0.0,street,33,2,4,NA,Yes,NA
18037.8,September-1992,6161.8,duplex,commercial,Border,trapezoid,1,24226,3,0.8304445651893667,1974,1983.0,street,64,2,1,NA,Yes,NA
13252.0,August-1972,9247.5,duplex,commercial,Border,irregular,1,31009mts,2,0.7564360666414947,1954,1962.0,highway,95,5,3,,No,
20601.0,August-87,10179.5,open land,industrial,Border,trapezoid,1,33530,9,0.2725102780026929,1974,0.0,street,20,5,2,F,NA,NA
16628.1,June-1974,4188.8,flat,commercial,Center,trapezoid,3,22833,10,0.8407856731803134,1958,1966.0,alley,6,4,2,,Yes,
19535.2,September-1999,7560.9,duplex,commercial,Center,trapezoid,5,18271,9,0.2881715303960688,1997,0.0,alley,85,2,10,NA,No,NA
17824.0,September-1991,8575.1,duplex,commercial,Center,trapezoid,1,3023mts,4,0.13661598157489996,1988,0.0,alley,6,2,10,NA,No,NA
19239.2,June-1970,8214.8,duplex,residential,Border,trapezoid,3,36019,2,0.39048463014646106,1962,0.0,street,23,4,9,,No,NA
14894.0,December-2000,3917.7,open land,commercial,Outskirts,irregular,4,78674,1,0.14702677738770797,1994,0.0,highway,10,5,9,C,NA,NA
18185.8,February-1983,6088.8,duplex,commercial,Outskirts,trapezoid,2,52870,8,0.7521347777884598,1979,0.0,highway,98,3,8,,Yes,
16504.5,May-77,3189.6,villa,residential,Center,trapezoid,2,4427,4,0.8021417748253126,1965,1975.0,alley,85,2,9,,Yes,Yes
14347.3,January-2003,2559.4,flat,residential,Border,irregular,3,22704,4,0.41640585989415135,1991,2002.0,street,18,2,10,,Yes,
16837.5,October-1973,3904.5,flat,commercial,Center,trapezoid,3,14740,4,0.7857619027140377,1973,0.0,alley,70,2,5,NA,Yes,NA
13319.1,June-2005,4546.5,villa,residential,Outskirts,rectangle,2,68234,1,0.11733424203199738,1988,1999.0,highway,34,5,6,NA,Yes, No
16520.1,September-1982,10500.8,land,industrial,Border,irregular,2,31872mts,6,0.6294108382563708,1982,,highway,83,2,2,C,NA,
20079.3,February-1986,9067.5,duplex,commercial,Center,rectangle,3,2378,1,0.5486932529909012,1972,1982.0,street,86,2,6,,No,NA
14688.6,July-1985,6469.5,duplex,residential,Center,irregular,1,20957,7,0.3166761046848636,1971,1982.0,street,9,3,2,,No,NA
22887.1,June-1996,7118.9,land,industrial,Center,rectangle,2,14834,5,0.6968442004515456,1984,0.0,street,13,3,10,C,NA,NA
12294.3,October-1980,6745.3,villa,residential,Border,irregular,1,29308mts,1,0.41607189299007974,1972,0.0,street,93,1,1,,Yes,Yes
17646.7,May-2006,11820.8,villa,residential,Outskirts,trapezoid,5,54979mts,6,0.18918649173532953,1993,2003.0,highway,92,2,6,NA,Yes, No
13707.4,November-06,2316.6,duplex,residential,Border,irregular,2,39209,4,0.4838277980419926,1990,1998.0,highway,57,5,5,NA,Yes,NA
22173.7,Apr-2009,4785.6,duplex,commercial,Center,trapezoid,4,24116,7,0.2623088400568475,2008,0.0,alley,60,5,10,,No,
15215.3,February-2005,3123.9,open land,commercial,Border,irregular,4,38380,10,0.3027965883199162,1987,0.0,highway,12,5,7,F,NA,NA
18160.1,November-1973,1901.7,duplex,residential,Center,rectangle,2,15316,3,0.8703354011036615,1968,0.0,street,74,2,8,NA,No,
17124.3,October-1983,10343.7,flat,commercial,Outskirts,trapezoid,2,74212,7,0.9126656428127461,1969,1980.0,highway,2,1,6,,No,NA
14886.0,February-81,10727.2,flat,residential,Center,irregular,2,23135,3,0.7788189210233104,1973,0.0,alley,23,5,2,,No,NA
18487.2,Jun-1992,1598.4,duplex,residential,Center,rectangle,5,20195mts,10,0.19159708334814884,1989,0.0,alley,15,1,7,NA,Yes,NA
